Parcel,St Number,St Name,City,County,State,Country,meter count,Notes,Built Yr,Effective Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12211,2108,CECELIA AVE,Kinston,Lenoir,NC,USA,1,,1953,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6651,2109,CECELIA AVE,Kinston,Lenoir,NC,USA,1,,1953,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4745,1201,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1955,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9416,1205,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1953,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5559,1207,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1953,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9387,1209,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1953,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14457,1303,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1967,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9338,1500,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1971,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6358,1502,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1967,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12464,1504,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1967,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10357,1602,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1955,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6357,1606,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1956,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8909,1607,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1955,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10113,1608,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1954,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6695,1610,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1954,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6696,1700,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1953,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6199,1702,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1955,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13896,1706,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1955,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11867,1708,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1955,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5465,1710,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1955,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8080,1712,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1957,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6947,1714,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1953,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14641,1716,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1955,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13838,1718,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1950,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8014,1720,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1950,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10034,1800,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1961,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4872,1802,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1960,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7649,1804,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1955,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10854,1900,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1966,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8835,1902,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1972,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10961,1904,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1963,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8682,1906,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1970,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14847,1910,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1972,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6509,2100,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1971,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10343,2101,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1971,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5870,2102,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1971,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13583,2103,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1971,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13909,2104,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1971,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5550,2105,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1971,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5902,2106,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1971,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14284,2107,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1971,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12826,2108,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1971,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6912,2109,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1971,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12619,2110,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1971,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14606,2111,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1971,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8545,2112,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1971,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7288,2114,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1971,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6382,2116,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1971,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11178,2118,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1971,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13512,2200,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1971,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10391,2202,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1972,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14228,2206,CEDAR LN,Kinston,Lenoir,NC,USA,1,,1972,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4630,1300,CENTENNIAL TRAIL,Kinston,Lenoir,NC,USA,1,,1962,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4878,1304,CENTENNIAL TRAIL,Kinston,Lenoir,NC,USA,1,,1962,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9794,1403,CENTENNIAL TRAIL,Kinston,Lenoir,NC,USA,1,,1964,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14639,1404,CENTENNIAL TRAIL,Kinston,Lenoir,NC,USA,1,,1966,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13380,1405,CENTENNIAL TRAIL,Kinston,Lenoir,NC,USA,1,,1965,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7074,1407,CENTENNIAL TRAIL,Kinston,Lenoir,NC,USA,1,,1964,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12775,1408,CENTENNIAL TRAIL,Kinston,Lenoir,NC,USA,1,,1963,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5182,1410,CENTENNIAL TRAIL,Kinston,Lenoir,NC,USA,1,,1964,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7748,1412,CENTENNIAL TRAIL,Kinston,Lenoir,NC,USA,1,,1965,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7906,1414,CENTENNIAL TRAIL,Kinston,Lenoir,NC,USA,1,,1966,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6834,1417,CENTENNIAL TRAIL,Kinston,Lenoir,NC,USA,1,,1965,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5434,1418,CENTENNIAL TRAIL,Kinston,Lenoir,NC,USA,1,,1966,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6198,1421,CENTENNIAL TRAIL,Kinston,Lenoir,NC,USA,1,,1967,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6938,1500,CENTENNIAL TRAIL,Kinston,Lenoir,NC,USA,1,,1962,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5022,1502,CENTENNIAL TRAIL,Kinston,Lenoir,NC,USA,1,,1969,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6922,1503,CENTENNIAL TRAIL,Kinston,Lenoir,NC,USA,1,,1968,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13245,1302,CENTENNIAL TRL,Kinston,Lenoir,NC,USA,1,,1962,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10568,1303,CENTENNIAL TRL,Kinston,Lenoir,NC,USA,1,,1964,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10880,1306,CENTENNIAL TRL,Kinston,Lenoir,NC,USA,1,,1962,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13027,1400,CENTENNIAL TRL,Kinston,Lenoir,NC,USA,1,,1964,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11273,1401,CENTENNIAL TRL,Kinston,Lenoir,NC,USA,1,,1963,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10119,1402,CENTENNIAL TRL,Kinston,Lenoir,NC,USA,1,,1962,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10681,1406,CENTENNIAL TRL,Kinston,Lenoir,NC,USA,1,,1964,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10992,1409,CENTENNIAL TRL,Kinston,Lenoir,NC,USA,1,,1963,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13086,1411,CENTENNIAL TRL,Kinston,Lenoir,NC,USA,1,,1965,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14174,1413,CENTENNIAL TRL,Kinston,Lenoir,NC,USA,1,,1965,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13467,1415,CENTENNIAL TRL,Kinston,Lenoir,NC,USA,1,,1965,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13243,1420,CENTENNIAL TRL,Kinston,Lenoir,NC,USA,1,,1964,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6990,1402,CHARLOTTE AVE,Kinston,Lenoir,NC,USA,1,,1953,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6367,1403,CHARLOTTE AVE,Kinston,Lenoir,NC,USA,1,,1953,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5572,1404,CHARLOTTE AVE,Kinston,Lenoir,NC,USA,1,,1953,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11519,1405,CHARLOTTE AVE,Kinston,Lenoir,NC,USA,1,,1953,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9965,1406,CHARLOTTE AVE,Kinston,Lenoir,NC,USA,1,,1953,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13274,1407,CHARLOTTE AVE,Kinston,Lenoir,NC,USA,1,,1953,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12381,1500,CHARLOTTE AVE,Kinston,Lenoir,NC,USA,1,,1951,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12382,1502,CHARLOTTE AVE,Kinston,Lenoir,NC,USA,1,,1951,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10835,1503,CHARLOTTE AVE,Kinston,Lenoir,NC,USA,1,,1951,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10834,1505,CHARLOTTE AVE,Kinston,Lenoir,NC,USA,1,,1951,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10833,1507,CHARLOTTE AVE,Kinston,Lenoir,NC,USA,1,,1951,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10831,1511,CHARLOTTE AVE,Kinston,Lenoir,NC,USA,1,,1951,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12379,1513,CHARLOTTE AVE,Kinston,Lenoir,NC,USA,1,,1951,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12378,1517,CHARLOTTE AVE,Kinston,Lenoir,NC,USA,1,,1951,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10721,1605,CHARLOTTE AVE,Kinston,Lenoir,NC,USA,1,,1952,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9239,1606,CHARLOTTE AVE,Kinston,Lenoir,NC,USA,1,,1952,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9241,1608,CHARLOTTE AVE,Kinston,Lenoir,NC,USA,1,,1952,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13517,1703,CHARLOTTE AVE,Kinston,Lenoir,NC,USA,1,,1953,1927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13950,1704,CHARLOTTE AVE,Kinston,Lenoir,NC,USA,1,,1953,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10641,1705,CHARLOTTE AVE,Kinston,Lenoir,NC,USA,1,,1953,1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9774,1801,CHARLOTTE AVE,Kinston,Lenoir,NC,USA,1,,1929,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,2923,CHERRY LN,Kinston,Lenoir,NC,USA,1,,1977,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,2933,CHERRY LN,Kinston,Lenoir,NC,USA,1,,1976,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2418,2942,CHERRY LN,Kinston,Lenoir,NC,USA,1,,1977,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810,2943,CHERRY LN,Kinston,Lenoir,NC,USA,1,,1977,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2329,2953,CHERRY LN,Kinston,Lenoir,NC,USA,1,,1977,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532,2954,CHERRY LN,Kinston,Lenoir,NC,USA,1,,1975,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3328,2962,CHERRY LN,Kinston,Lenoir,NC,USA,1,,1975,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2351,2970,CHERRY LN,Kinston,Lenoir,NC,USA,1,,1976,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2829,2981,CHERRY LN,Kinston,Lenoir,NC,USA,1,,1976,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3404,2982,CHERRY LN,Kinston,Lenoir,NC,USA,1,,1976,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3010,2992,CHERRY LN,Kinston,Lenoir,NC,USA,1,,1973,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,2993,CHERRY LN,Kinston,Lenoir,NC,USA,1,,1975,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3394,2804/2810,CHERRY LN,Kinston,Lenoir,NC,USA,1,,1962,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7386,506,CHESTNUT ST,Kinston,Lenoir,NC,USA,1,,1901,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7386,506,CHESTNUT ST,Kinston,Lenoir,NC,USA,1,,1901,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5193,512,CHESTNUT ST,Kinston,Lenoir,NC,USA,1,,1901,1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8711,604,CHESTNUT ST,Kinston,Lenoir,NC,USA,1,,1901,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12640,605,CHESTNUT ST,Kinston,Lenoir,NC,USA,1,,1901,1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13478,609,CHESTNUT ST,Kinston,Lenoir,NC,USA,1,,1901,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14311,610,CHESTNUT ST,Kinston,Lenoir,NC,USA,1,,1901,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14846,816,CHESTNUT ST,Kinston,Lenoir,NC,USA,1,,1901,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11943,819,CHESTNUT ST,Kinston,Lenoir,NC,USA,1,,1901,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9827,826,CHESTNUT ST,Kinston,Lenoir,NC,USA,1,,1901,1927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13184,903,CHESTNUT ST,Kinston,Lenoir,NC,USA,1,2nd removed,1901,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11890,905,CHESTNUT ST,Kinston,Lenoir,NC,USA,1,,1901,1927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4775,909,CHESTNUT ST,Kinston,Lenoir,NC,USA,1,,1901,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5232,1005,CHESTNUT ST,Kinston,Lenoir,NC,USA,1,,1901,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8849,1100,CHESTNUT ST,Kinston,Lenoir,NC,USA,1,,1952,1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8865,1102,CHESTNUT ST,Kinston,Lenoir,NC,USA,1,,1952,1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8843,202,CLAY ST,Kinston,Lenoir,NC,USA,1,,1950,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8842,204,CLAY ST,Kinston,Lenoir,NC,USA,1,,1950,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8841,206,CLAY ST,Kinston,Lenoir,NC,USA,1,,1950,1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8840,208,CLAY ST,Kinston,Lenoir,NC,USA,1,,1950,1927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8839,210,CLAY ST,Kinston,Lenoir,NC,USA,1,,1950,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8838,212,CLAY ST,Kinston,Lenoir,NC,USA,1,,1950,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5631,308,CLAY ST,Kinston,Lenoir,NC,USA,1,,1901,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9840,309,CLAY ST,Kinston,Lenoir,NC,USA,1,,1901,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13219,310,CLAY ST,Kinston,Lenoir,NC,USA,1,,1901,1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8111,311,CLAY ST,Kinston,Lenoir,NC,USA,1,,1908,1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11726,312,CLAY ST,Kinston,Lenoir,NC,USA,1,,1901,1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11165,318,CLAY ST,Kinston,Lenoir,NC,USA,1,,1901,1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
